,PermitNum,PermitClass,AppliedDate,CompletedDate,Description
2516,6344619-CN,Single Family/Duplex,2013-05-24,2015-04-06,New Single Family Residence with detached garage.
2517,6359740-CN,Single Family/Duplex,2013-05-23,2014-04-30,"Establish use single family residence and construct one single family residence with attached garage, per plan."
2518,6295123-CN,Single Family/Duplex,2013-05-23,2016-12-05,Establish use as and construct a single family residence with attached garage per plan.
2519,6365865-CN,Single Family/Duplex,2013-05-20,2014-04-30,"Construct South Residence, this permit (Establish use and construct Two single family dwellings with garage, per plan. Review and process for two AP's under project #6358560)."
2520,6358560-CN,Single Family/Duplex,2013-05-20,2014-04-30,"Construct North Residence, this permit (Establish use and construct Two single family dwellings with garage, per plan. Review and process for two AP's under project #6358560)."
2521,6358538-CN,Single Family/Duplex,2013-05-20,2014-03-20,"Establish use as and construct new single family dwelling with attached garage, per plan"
2522,6170560-CN,Single Family/Duplex,2013-05-20,2017-12-14,"Establish use as single family residence and construct new single family residence with accessory dwelling unit (ADU) in basement, per plan."
2523,6355335-CN,Single Family/Duplex,2013-05-17,2015-05-13,"Establish use as and construct single family residence with attached garage, per plan."
2524,6349394-CN,Single Family/Duplex,2013-05-17,2014-02-20,Establish use as and construct new single family residence with detached garage/per plan.
2525,6354067-CN,Single Family/Duplex,2013-05-17,2014-06-30,Construct east single family residence(establish use for 3 single family residence and construct residences per plans. Reviews and processing for 3 A/Ps under 6354067)Demolition under separate permit
2526,6365696-CN,Single Family/Duplex,2013-05-17,2014-06-30,Construct west single family residence(establish use for 3 single family residence and construct residences per plans. Reviews and processing for 3 A/Ps under 6354067)Demolition under separate permit
2527,6365695-CN,Single Family/Duplex,2013-05-17,2014-06-30,Construct middle single family residence(establish use for 3 single family residence and construct residences per plans. Reviews and processing for 3 A/Ps under 6354067)Demolition under separate permit
2528,6357674-CN,Single Family/Duplex,2013-05-15,2013-10-28,"Establish use as and construct new single family residence with attached garage, per plan."
2529,6350089-CN,Single Family/Duplex,2013-05-15,2015-04-14,"Establish use and construct new single family residence with attached garage, per plan"
2530,6358949-CN,Single Family/Duplex,2013-05-14,2014-12-30,Construction of a single family residence w/ terrace garage per plan.
2531,6356454-CN,Single Family/Duplex,2013-05-14,2014-12-09,Establish use as single family residence and construct one family dwelling with attached garage per plan. (Establish use as single family residence and construct one family dwelling with attached garage and retaining wall on adjacent property per plan.Review & processing for 2 A/P's under 6356454.)
2532,6364742-CN,Multifamily,2013-05-13,2014-10-22,"Construct three (3) single family residences and occupy per plan (Establish use as single family residences with surface parking,  construct three (3) single family residences/review & prcess for 3 AP's under #6354068).Middle unit #5"
2533,6355907-CN,Single Family/Duplex,2013-05-13,2014-01-31,"Establish use as and construct one single family residence with attached garage, per plan."
2534,6364743-CN,Multifamily,2013-05-13,2014-10-22,"Construct three (3) single family residences and occupy per plan (Establish use as single family residences with surface parking,  construct three (3) single family residences/review & prcess for 3 AP's under #6354068) West unit #6"
2535,6354068-CN,Single Family/Duplex,2013-05-13,2014-11-21,"Construct three (3) single family residences and occupy per plan (Establish use as single family residences with surface parking,  construct three (3) single family residences/review & prcess for 3 AP's under #6354068)."
2536,6358021-CN,Single Family/Duplex,2013-05-10,2014-02-07,"Establish use as and construct new single family residence with attached garage, per plans."
2537,6357831-CN,Single Family/Duplex,2013-05-10,2014-02-25,"Establish use as and construct a new single family residence with attached garage, per plan"
2538,6363657-CN,Single Family/Duplex,2013-05-10,2014-11-17,Construct new single family residence (1509 5th Westerly from 15th NW) with attached garage and occupy per plan. (Establish use as single family residences and construct 6 new SFRs with attached garages/ review & process for 6 AP's under #6357553).
2539,6357142-CN,Single Family/Duplex,2013-05-10,2014-05-14,"Establish use as and construct single family residence with attached garage, per plan."
2540,6226502-CN,Single Family/Duplex,2013-05-10,2014-08-08,"Establish use as and construct single family residence with attached garage, per plan."
2541,6363655-CN,Single Family/Duplex,2013-05-10,2014-07-22,Construct new single family residence (1505 3nd Westerly from 15th NW) with attached garage and occupy per plan. (Establish use as single family residences and construct 6 new SFRs with attached garages/ review & process for 6 AP's under #6357553).
2542,6363654-CN,Single Family/Duplex,2013-05-10,2014-07-22,Construct new single family residence #1503 (2nd Westerly from 15th NW) with attached garage and occupy per plan. (Establish use as single family residences and construct 6 new SFRs with attached garages/ review & process for 6 AP's under #6357553).
2543,6358012-CN,Single Family/Duplex,2013-05-10,2014-05-09,"Establish use as and construct new single family residence with attached garage, per plans."
2544,6363658-CN,Single Family/Duplex,2013-05-10,2014-11-17,Construct new single family residence (1511 5th Westerly from 15th NW) with attached garage and occupy per plan. (Establish use as single family residences and construct 6 new SFRs with attached garages/ review & process for 6 AP's under #6357553).
2545,6363656-CN,Single Family/Duplex,2013-05-10,2014-11-17,Construct new single family residence (1507 4nd Westerly from 15th NW) with attached garage and occupy per plan. (Establish use as single family residences and construct 6 new SFRs with attached garages/ review & process for 6 AP's under #6357553).
2546,6357961-CN,Single Family/Duplex,2013-05-10,2014-05-22,"Establish use as and construct new single family residence with attached garage, per plans."
2547,6357553-CN,Single Family/Duplex,2013-05-10,2014-07-22,Construct new single family residence #1 1501 (Corner and Westernmost) with attached garage and occupy per plan. (Establish use as single family residences and construct 6 new SFRs with attached garages/ review & process for 6 AP's under #6357553).
2548,6345389-CN,Single Family/Duplex,2013-05-10,2016-01-05,"Establish use as and construct single family residence with attached garage, per plan"
2549,6358022-CN,Single Family/Duplex,2013-05-09,2014-05-09,"Establish use as and construct new single family residence with attached garage, per plans."
2550,6358006-CN,Single Family/Duplex,2013-05-09,2014-08-18,"Establish use as and construct new single family residence with attached garage, per plans."
2551,6358023-CN,Single Family/Duplex,2013-05-09,2014-04-21,"Establish use as and construct new single family residence with attached garage, per plans."
2552,6357992-CN,Single Family/Duplex,2013-05-09,2014-04-04,"Establish use as and construct new single family residence with attached garage, per plans."
2553,6358016-CN,Single Family/Duplex,2013-05-09,2014-05-27,"Establish use as and construct new single family residence with attached garage, per plans."
2554,6357994-CN,Single Family/Duplex,2013-05-09,2014-07-29,"Establish use as and construct new single family residence with attached garage, per plans."
2555,6357996-CN,Single Family/Duplex,2013-05-09,2014-02-21,"Establish use as and construct new single family residence with attached garage, per plans."
2556,6357963-CN,Single Family/Duplex,2013-05-09,2014-05-22,"Establish use as and construct new single family residence with attached garage, per plans."
2557,6357959-CN,Single Family/Duplex,2013-05-09,2014-04-16,"Establish use as and construct new single family residence with attached garage, per plans."
2558,6355122-CN,Single Family/Duplex,2013-05-08,2014-05-07,"Establish use as and construct single family residence with attached garage, per plan"
2559,6358001-CN,Single Family/Duplex,2013-05-07,2014-05-27,"Establish use as and construct new single family residence with attached garage, per plans."
